"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"beta","createDeviceLiveToolsRoutingTable","Enqueue a job to perform a routing table request for the device","https://developer.cisco.com/meraki/api-v1/create-device-live-tools-routing-table/","post","/devices/{serial}/liveTools/routingTable","serial","callback, httpServer, id, payloadTemplate, sharedSecret, url","callback, id, request, routingTableId, serial, status, url","devices, liveTools, routingTable","devices.createDeviceLiveToolsRoutingTable","dashboard:general:telemetry:write"
"beta","getDeviceLiveToolsRoutingTable","Return an routing table live tool job.","https://developer.cisco.com/meraki/api-v1/get-device-live-tools-routing-table/","get","/devices/{serial}/liveTools/routingTable/{id}","serial, id","","entries, error, ipVersion, request, routingTableId, serial, staticGateway, status, subnet, type, url","devices, liveTools, routingTable","devices.getDeviceLiveToolsRoutingTable","dashboard:general:telemetry:read"
"beta","createDeviceLiveToolsSpeedTest","Enqueue a job to execute a speed test from a device","https://developer.cisco.com/meraki/api-v1/create-device-live-tools-speed-test/","post","/devices/{serial}/liveTools/speedTest","serial","interface","average, interface, request, results, serial, speedTestId, speeds, status, url","devices, liveTools, speedTest","devices.createDeviceLiveToolsSpeedTest","dashboard:general:config:write"
"beta","getDeviceLiveToolsSpeedTest","Returns a speed test result in megabits per second","https://developer.cisco.com/meraki/api-v1/get-device-live-tools-speed-test/","get","/devices/{serial}/liveTools/speedTest/{id}","serial, id","","average, interface, request, results, serial, speedTestId, speeds, status, url","devices, liveTools, speedTest","devices.getDeviceLiveToolsSpeedTest","dashboard:general:config:read"
"GA","createDeviceLiveToolsThroughputTest","Enqueue a job to test a device throughput, the test will run for 10 secs to test throughput","https://developer.cisco.com/meraki/api-v1/create-device-live-tools-throughput-test/","post","/devices/{serial}/liveTools/throughputTest","serial","callback, httpServer, id, payloadTemplate, sharedSecret, url","callback, downstream, error, id, request, result, serial, speeds, status, throughputTestId, url","devices, liveTools, throughputTest","devices.createDeviceLiveToolsThroughputTest","dashboard:general:config:write"
"GA","getDeviceLiveToolsThroughputTest","Return a throughput test job","https://developer.cisco.com/meraki/api-v1/get-device-live-tools-throughput-test/","get","/devices/{serial}/liveTools/throughputTest/{throughputTestId}","serial, throughputTestId","","downstream, error, request, result, serial, speeds, status, throughputTestId, url","devices, liveTools, throughputTest","devices.getDeviceLiveToolsThroughputTest","dashboard:general:config:read"
"beta","createDeviceLiveToolsTraceRoute","Enqueue a job to run trace route in the device","https://developer.cisco.com/meraki/api-v1/create-device-live-tools-trace-route/","post","/devices/{serial}/liveTools/traceRoute","serial","callback, httpServer, id, payloadTemplate, sharedSecret, sourceInterface, target, url","callback, id, request, serial, sourceInterface, status, target, traceRouteId, url","devices, liveTools, traceRoute","devices.createDeviceLiveToolsTraceRoute","dashboard:general:telemetry:write"
"beta","getDeviceLiveToolsTraceRoute","Return a trace route job","https://developer.cisco.com/meraki/api-v1/get-device-live-tools-trace-route/","get","/devices/{serial}/liveTools/traceRoute/{traceRouteId}","serial, traceRouteId","","count, error, hop, ip, request, results, rttAvg, serial, sourceInterface, status, target, traceRouteId, url","devices, liveTools, traceRoute","devices.getDeviceLiveToolsTraceRoute","dashboard:general:telemetry:read"
"beta","createDeviceLiveToolsVrrpTable","Enqueue a job to perform a VRRP table request for the device","https://developer.cisco.com/meraki/api-v1/create-device-live-tools-vrrp-table/","post","/devices/{serial}/liveTools/vrrpTable","serial","callback, httpServer, id, payloadTemplate, sharedSecret, url","callback, id, request, serial, status, url, vrrpTableId","devices, liveTools, vrrpTable","devices.createDeviceLiveToolsVrrpTable","dashboard:general:telemetry:write"
"beta","getDeviceLiveToolsVrrpTable","Return an VRRP table live tool job.","https://developer.cisco.com/meraki/api-v1/get-device-live-tools-vrrp-table/","get","/devices/{serial}/liveTools/vrrpTable/{vrrpTableId}","serial, vrrpTableId","","addresses, description, enabled, entries, error, group, lastChange, preemption, primary, primaryReason, priority, protocol, reason, request, serial, status, ts, url, value, virtual, vlanId, vrrpTableId","devices, liveTools, vrrpTable","devices.getDeviceLiveToolsVrrpTable","dashboard:general:telemetry:read"
"GA","createDeviceLiveToolsWakeOnLan","Enqueue a job to send a Wake-on-LAN packet from the device","https://developer.cisco.com/meraki/api-v1/create-device-live-tools-wake-on-lan/","post","/devices/{serial}/liveTools/wakeOnLan","serial","callback, httpServer, id, mac, payloadTemplate, sharedSecret, url, vlanId","callback, error, id, mac, request, serial, status, url, vlanId, wakeOnLanId","devices, liveTools, wakeOnLan","devices.createDeviceLiveToolsWakeOnLan","dashboard:general:config:write"
"GA","getDeviceLiveToolsWakeOnLan","Return a Wake-on-LAN job","https://developer.cisco.com/meraki/api-v1/get-device-live-tools-wake-on-lan/","get","/devices/{serial}/liveTools/wakeOnLan/{wakeOnLanId}","serial, wakeOnLanId","","error, mac, request, serial, status, url, vlanId, wakeOnLanId","devices, liveTools, wakeOnLan","devices.getDeviceLiveToolsWakeOnLan","dashboard:general:config:read"
"GA","getDeviceLldpCdp","List LLDP and CDP information for a device","https://developer.cisco.com/meraki/api-v1/get-device-lldp-cdp/","get","/devices/{serial}/lldpCdp","serial","","ports, sourceMac","devices, monitor, lldpCdp","devices.getDeviceLldpCdp","dashboard:general:telemetry:read"
"GA","getDeviceLossAndLatencyHistory","Get the uplink loss percentage and latency in milliseconds, and goodput in kilobits per second for MX, MG and Z devices.","https://developer.cisco.com/meraki/api-v1/get-device-loss-and-latency-history/","get","/devices/{serial}/lossAndLatencyHistory","serial, t0, t1, timespan, resolution, uplink, ip","","endTime, goodput, jitter, latencyMs, lossPercent, startTime","devices, monitor, uplinks, lossAndLatencyHistory","devices.getDeviceLossAndLatencyHistory","dashboard:general:telemetry:read"
"GA","getDeviceManagementInterface","Return the management interface settings for a device","https://developer.cisco.com/meraki/api-v1/get-device-management-interface/","get","/devices/{serial}/managementInterface","serial","","activeDdnsHostname, ddnsHostnameWan1, ddnsHostnameWan2, ddnsHostnames, staticDns, staticGatewayIp, staticIp, staticSubnetMask, usingStaticIp, vlan, wan1, wan2, wanEnabled","devices, configure, managementInterface","devices.getDeviceManagementInterface","dashboard:general:config:read"
"GA","updateDeviceManagementInterface","Update the management interface settings for a device","https://developer.cisco.com/meraki/api-v1/update-device-management-interface/","put","/devices/{serial}/managementInterface","serial","staticDns, staticGatewayIp, staticIp, staticSubnetMask, usingStaticIp, vlan, wan1, wan2, wanEnabled","activeDdnsHostname, ddnsHostnameWan1, ddnsHostnameWan2, ddnsHostnames, staticDns, staticGatewayIp, staticIp, staticSubnetMask, usingStaticIp, vlan, wan1, wan2, wanEnabled","devices, configure, managementInterface","devices.updateDeviceManagementInterface","dashboard:general:config:write"
"GA","rebootDevice","Reboot a device","https://developer.cisco.com/meraki/api-v1/reboot-device/","post","/devices/{serial}/reboot","serial","","success","devices, liveTools","devices.rebootDevice","dashboard:general:config:write"
"GA","getDeviceSensorCommands","Returns a historical log of all commands","https://developer.cisco.com/meraki/api-v1/get-device-sensor-commands/","get","/devices/{serial}/sensor/commands","serial, operations, perPage, startingAfter, endingBefore, sortOrder, t0, t1, timespan","","adminId, commandId, completedAt, createdAt, createdBy, email, errors, name, operation, status","sensor, configure, commands","sensor.getDeviceSensorCommands","sensor:config:read"
"GA","createDeviceSensorCommand","Sends a command to a sensor","https://developer.cisco.com/meraki/api-v1/create-device-sensor-command/","post","/devices/{serial}/sensor/commands","serial","arguments, name, operation, value","adminId, commandId, completedAt, createdAt, createdBy, email, errors, name, operation, status","sensor, configure, commands","sensor.createDeviceSensorCommand","sensor:config:write"
"GA","getDeviceSensorCommand","Returns information about the command's execution, including the status","https://developer.cisco.com/meraki/api-v1/get-device-sensor-command/","get","/devices/{serial}/sensor/commands/{commandId}","serial, commandId","","adminId, commandId, completedAt, createdAt, createdBy, email, errors, name, operation, status","sensor, configure, commands","sensor.getDeviceSensorCommand",""
"GA","getDeviceSensorRelationships","List the sensor roles for a given sensor or camera device.","https://developer.cisco.com/meraki/api-v1/get-device-sensor-relationships/","get","/devices/{serial}/sensor/relationships","serial","","livestream, productType, relatedDevices, serial","sensor, configure, relationships","sensor.getDeviceSensorRelationships","sensor:config:read"
"GA","updateDeviceSensorRelationships","Assign one or more sensor roles to a given sensor or camera device.","https://developer.cisco.com/meraki/api-v1/update-device-sensor-relationships/","put","/devices/{serial}/sensor/relationships","serial","livestream, relatedDevices, serial","livestream, productType, relatedDevices, serial","sensor, configure, relationships","sensor.updateDeviceSensorRelationships","sensor:config:write"
"GA","getDeviceSwitchPorts","List the switch ports for a switch","https://developer.cisco.com/meraki/api-v1/get-device-switch-ports/","get","/devices/{serial}/switch/ports","serial","","accessPolicyNumber, accessPolicyType, adaptivePolicyGroup, adaptivePolicyGroupId, allowedVlans, daiTrusted, dot3az, enabled, flexibleStackingEnabled, highSpeed, id, iname, isolationEnabled, linkNegotiation, linkNegotiationCapabilities, macAllowList, macWhitelistLimit, mirror, mode, model, module, name, peerSgtCapable, poeEnabled, portId, portScheduleId, profile, rstpEnabled, schedule, serial, slot, stickyMacAllowList, stickyMacAllowListLimit, stormControlEnabled, stpGuard, tags, type, udld, vlan, voiceVlan","switch, configure, ports","switch.getDeviceSwitchPorts","switch:config:read"
"GA","cycleDeviceSwitchPorts","Cycle a set of switch ports","https://developer.cisco.com/meraki/api-v1/cycle-device-switch-ports/","post","/devices/{serial}/switch/ports/cycle","serial","ports","ports","switch, liveTools, ports","switch.cycleDeviceSwitchPorts","switch:config:write"
"beta","updateDeviceSwitchPortsMirror","Update a port mirror","https://developer.cisco.com/meraki/api-v1/update-device-switch-ports-mirror/","put","/devices/{serial}/switch/ports/mirror","serial","comment, destination, filter, hasTransitVlan, module, number, port, ports, role, serial, slot, source, tags, type, vlan, vlans","comment, destination, filter, hasTransitVlan, id, mirror, module, name, network, number, port, ports, role, serial, slot, source, tags, type, vlan, vlans, warnings","switch, configure, ports, mirror","switch.updateDeviceSwitchPortsMirror",""
"GA","getDeviceSwitchPortsStatuses","Return the status for all the ports of a switch","https://developer.cisco.com/meraki/api-v1/get-device-switch-ports-statuses/","get","/devices/{serial}/switch/ports/statuses","serial, t0, timespan","","active, address, allowedVlans, authenticationStatus, capabilities, cdp, chassisId, clientCount, configOverrides, deviceId, duplex, enabled, errors, isAllocated, isUplink, lldp, managementAddress, managementVlan, nativeVlan, platform, poe, portDescription, portId, portVlan, powerUsageInWh, recv, securePort, sent, spanningTree, speed, status, statuses, systemCapabilities, systemDescription, systemName, total, trafficInKbps, type, usageInKb, version, vlan, voiceVlan, vtpManagementDomain, warnings","switch, monitor, ports, statuses","switch.getDeviceSwitchPortsStatuses","switch:telemetry:read"
